0.013092,0.209442
0.014496,0.231903
0.015839,0.253387
0.016327,0.261200
0.019165,0.306610
0.019379,0.310028
0.017731,0.283661
0.019470,0.311493
0.023865,0.381805
0.025665,0.410614
0.024933,0.398895
0.025146,0.402313
0.024445,0.391083
0.023895,0.382294
0.024841,0.397430
0.027435,0.438934
0.029907,0.478485
0.027649,0.442352
0.028046,0.448700
0.029846,0.477509
0.028351,0.453583
0.027222,0.435516
0.025757,0.412079
0.024353,0.389618
0.023773,0.380341
0.023956,0.383270
0.024872,0.397919
0.025391,0.406219
0.026001,0.415985
0.028046,0.448700
0.028900,0.462372
0.028229,0.451630
0.027374,0.437958
0.026337,0.421356
0.026733,0.427704
0.026764,0.428192
0.025604,0.409637
0.025696,0.411102
0.025116,0.401825
0.024536,0.392548
0.025360,0.405731
0.026520,0.424286
0.025818,0.413055
0.024811,0.396942
0.025818,0.413055
0.024994,0.399872
0.024658,0.394501
0.027832,0.445282
0.027496,0.439911
0.027588,0.441376
0.027252,0.436005
0.023895,0.382294
0.024597,0.393524
0.024323,0.389130
0.022034,0.352509
0.022156,0.354462
0.023895,0.382294
0.024811,0.396942
0.024933,0.398895
0.023560,0.376923
0.023132,0.370087
0.024750,0.395966
0.025726,0.411591
0.028229,0.451630
0.028809,0.460907
0.030334,0.485321
0.034119,0.545868
0.034668,0.554657
0.037811,0.604950
0.039642,0.634247
0.040558,0.648895
0.042511,0.564484
0.041962,0.558655
0.042267,0.561890
0.042450,0.563843
0.041168,0.658661
0.040283,0.644501
0.041168,0.658661
0.037933,0.606903
0.035767,0.572235
0.034302,0.548798
0.029327,0.469208
0.028259,0.452118
0.026184,0.418915
0.022125,0.353973
0.020111,0.321747
0.017975,0.287567
0.015533,0.248505
0.012939,0.207001
0.008789,0.140594
0.005066,0.081024
0.001740,0.027802
-0.003601,-0.057587
-0.007111,-0.113739
-0.009888,-0.158173
-0.012177,-0.194794
-0.016876,-0.269989
-0.022583,-0.361298
-0.024536,-0.392548
-0.026489,-0.423798
-0.028046,-0.448700
-0.029999,-0.479950
-0.031647,-0.506317
-0.034271,-0.548309
-0.035339,-0.565399
-0.037872,-0.605927
-0.040375,-0.645966
-0.039093,-0.625458
-0.043182,-0.571533
-0.044556,-0.585815
-0.045715,-0.597656
-0.047852,-0.619049
-0.047577,-0.616333
-0.049286,-0.633087
-0.046631,-0.606903
-0.046600,-0.606598
-0.049377,-0.633972
-0.049927,-0.639252
-0.052002,-0.658936
-0.053284,-0.670807
-0.052795,-0.666290
-0.053406,-0.671906
-0.054138,-0.678589
-0.054535,-0.682190
-0.056213,-0.697144
-0.053284,-0.670807
-0.050690,-0.646545
-0.050232,-0.642181
-0.048889,-0.629211
-0.049530,-0.635437
-0.046906,-0.609650
-0.044861,-0.588928
-0.045135,-0.591766
-0.045044,-0.590820
-0.045135,-0.591766
-0.043610,-0.576019
-0.045319,-0.593628
-0.046051,-0.601044
-0.043945,-0.579498
-0.044220,-0.582336
-0.044159,-0.581696
-0.043823,-0.578217
-0.043457,-0.574402
-0.043427,-0.574097
-0.044556,-0.585815
-0.044617,-0.586426
-0.043640,-0.576324
-0.041748,-0.556396
-0.037994,-0.607880
-0.037628,-0.602020
-0.038544,-0.616669
-0.034698,-0.555145
-0.032593,-0.521454
-0.032013,-0.512177
-0.031891,-0.510223
-0.033447,-0.535126
-0.030945,-0.495087
-0.028900,-0.462372
-0.028717,-0.459442
-0.028595,-0.457489
-0.028809,-0.460907
-0.027771,-0.444305
-0.030457,-0.487274
-0.031494,-0.503876
-0.030060,-0.480927
-0.031311,-0.500946
-0.033691,-0.539032
-0.034760,-0.556122
-0.033325,-0.533173
-0.031769,-0.508270
-0.031647,-0.506317
-0.029877,-0.477997
-0.026764,-0.428192
-0.027039,-0.432587
-0.026367,-0.421844
-0.023834,-0.381317
-0.023407,-0.374481
-0.025085,-0.401337
-0.025391,-0.406219
-0.020508,-0.328094
-0.016937,-0.270966
-0.017365,-0.277802
-0.020569,-0.329071
-0.022308,-0.356903
-0.019562,-0.312958
-0.019806,-0.316864
-0.022461,-0.359344
-0.019226,-0.307587
-0.016418,-0.262665
-0.015625,-0.249969
-0.011169,-0.178680
-0.012299,-0.196747
-0.011322,-0.181122
-0.010895,-0.174286
-0.012482,-0.199677
-0.009003,-0.144012
-0.006165,-0.098602
-0.001251,-0.019989
-0.001434,-0.022919
-0.003845,-0.061493
-0.002838,-0.045380
-0.004028,-0.064423
-0.003479,-0.055634
-0.004089,-0.065399
-0.002533,-0.040497
-0.000519,-0.008270
-0.000854,-0.013641
0.004028,0.064423
0.005219,0.083466
0.005890,0.094208
0.006470,0.103485
0.004425,0.070770
0.003998,0.063934
0.001831,0.029266
0.002808,0.044891
0.003906,0.062469
0.005280,0.084442
0.006927,0.110809
0.006561,0.104950
0.007019,0.112274
0.008087,0.129364
0.010651,0.170380
0.008453,0.135223
0.006653,0.106415
0.007263,0.116180
0.005524,0.088348
0.007660,0.122528
0.007660,0.122528
0.004272,0.068329
0.004822,0.077118
0.003235,0.051727
0.005157,0.082489
0.008148,0.130341
0.007935,0.126923
0.007965,0.127411
0.007874,0.125946
0.011047,0.176727
0.009277,0.148407
0.007721,0.123505
0.006989,0.111786
0.007111,0.113739
0.011414,0.182587
0.011749,0.187958
0.012573,0.201141
0.011749,0.187958
0.012146,0.194305
0.014130,0.226044
0.013275,0.212372
0.014282,0.228485
0.013916,0.222626
0.013031,0.208466
0.011627,0.186005
0.014069,0.225067
0.016571,0.265106
0.015869,0.253876
0.015198,0.243134
0.014282,0.228485
0.015259,0.244110
0.015198,0.243134
0.013733,0.219696
0.012604,0.201630
0.011993,0.191864
0.011353,0.181610
0.010620,0.169891
0.009155,0.146454
0.009399,0.150360
0.009369,0.149872
0.008636,0.138153
0.009644,0.154266
0.011658,0.186493
0.011475,0.183563
0.011475,0.183563
0.012756,0.204071
0.012146,0.194305
0.009796,0.156708
0.008636,0.138153
0.007446,0.119110
0.006744,0.107880
0.006561,0.104950
0.002930,0.046844
0.003357,0.053680
0.003571,0.057098
0.001678,0.026825
0.002655,0.042450
0.000610,0.009735
-0.000580,-0.009247
-0.001831,-0.029266
-0.003387,-0.054169
-0.003448,-0.055145
-0.004669,-0.074677
-0.004181,-0.066864
-0.005829,-0.093231
-0.006042,-0.096649
-0.005493,-0.087860
-0.008728,-0.139618
-0.008270,-0.132294
-0.007568,-0.121063
-0.006744,-0.107880
-0.005188,-0.082977
-0.007568,-0.121063
-0.008362,-0.133759
-0.008514,-0.136200
-0.008392,-0.134247
-0.006348,-0.101532
-0.005951,-0.095184
-0.006226,-0.099579
-0.007080,-0.113251
-0.006683,-0.106903
-0.004822,-0.077118
-0.004822,-0.077118
-0.005737,-0.091766
-0.006897,-0.110321
-0.005249,-0.083954
-0.003204,-0.051239
-0.004608,-0.073700
-0.004852,-0.077606
-0.006836,-0.109344
-0.007385,-0.118134
-0.007874,-0.125946
-0.008759,-0.140106
-0.006042,-0.096649
-0.007233,-0.115692
-0.007507,-0.120087
-0.004974,-0.079559
-0.005829,-0.093231
-0.007202,-0.115204
-0.004028,-0.064423
-0.003479,-0.055634
-0.002869,-0.045868
-0.000946,-0.015106
-0.002655,-0.042450
-0.002472,-0.039520
0.000183,0.002899
0.000244,0.003876
-0.000763,-0.012177
0.000763,0.012177
0.000183,0.002899
-0.000214,-0.003387
0.000732,0.011688
0.001495,0.023895
0.001465,0.023407
0.003448,0.055145
0.004944,0.079071
0.005249,0.083954
0.005402,0.086395
0.003204,0.051239
0.006683,0.106903
0.008698,0.139130
0.009277,0.148407
0.007019,0.112274
0.004517,0.072235
0.008240,0.131805
0.006378,0.102020
0.005798,0.092743
0.006866,0.109833
0.008789,0.140594
0.008392,0.134247
0.005219,0.083466
0.005096,0.081512
0.005585,0.089325
0.006592,0.105438
0.005981,0.095673
0.007385,0.118134
0.006622,0.105927
0.004486,0.071747
0.005615,0.089813
0.005188,0.082977
0.007477,0.119598
0.006683,0.106903
0.003845,0.061493
0.004395,0.070282
0.003967,0.063446
0.006012,0.096161
0.007019,0.112274
0.005890,0.094208
0.003326,0.053192
0.002991,0.047821
0.003326,0.053192
0.001495,0.023895
0.000153,0.002411
-0.000397,-0.006317
0.000702,0.011200
-0.001404,-0.022430
-0.000214,-0.003387
-0.000397,-0.006317
-0.001343,-0.021454
-0.000153,-0.002411
-0.000793,-0.012665
0.000671,0.010712
0.001068,0.017059
0.003143,0.050262
0.002441,0.039032
0.001556,0.024872
0.001892,0.030243
-0.000031,-0.000458
-0.000671,-0.010712
-0.001831,-0.029266
-0.003326,-0.053192
-0.004272,-0.068329
-0.002686,-0.042938
-0.000214,-0.003387
-0.001404,-0.022430
-0.002289,-0.036591
0.000214,0.003387
0.001465,0.023407
0.001007,0.016083
0.000427,0.006805
-0.000031,-0.000458
-0.000793,-0.012665
-0.002411,-0.038544
-0.001343,-0.021454
0.001465,0.023407
0.001343,0.021454
0.000427,0.006805
0.001862,0.029755
0.001373,0.021942
0.002777,0.044403
0.003082,0.049286
0.003204,0.051239
0.001556,0.024872
-0.002136,-0.034149
-0.001068,-0.017059
-0.001831,-0.029266
-0.000763,-0.012177
-0.002075,-0.033173
-0.003906,-0.062469
-0.001648,-0.026337
0.000275,0.004364
-0.000092,-0.001434
0.000641,0.010223
0.001953,0.031219
0.002747,0.043915
0.005463,0.087372
0.002258,0.036102
-0.000488,-0.007782
-0.001465,-0.023407
-0.001221,-0.019501
-0.001465,-0.023407
-0.004913,-0.078583
-0.003876,-0.061981
-0.005524,-0.088348
-0.007599,-0.121552
-0.007538,-0.120575
-0.008423,-0.134735
-0.008362,-0.133759
-0.009583,-0.153290
-0.010071,-0.161102
-0.006256,-0.100067
-0.005585,-0.089325
-0.006134,-0.098114
-0.001770,-0.028290
-0.001190,-0.019012
0.002136,0.034149
0.002014,0.032196
-0.000519,-0.008270
0.001434,0.022919
0.000000,0.000000
0.000244,0.003876
0.001465,0.023407
0.000000,0.000000
0.000763,0.012177
0.003113,0.049774
0.002655,0.042450
0.004852,0.077606
0.005005,0.080048
0.003967,0.063446
0.006348,0.101532
0.006927,0.110809
0.007019,0.112274
0.006439,0.102997
0.005371,0.085907
0.003723,0.059540
0.003082,0.049286
0.003479,0.055634
0.002258,0.036102
0.003632,0.058075
0.008179,0.130829
0.010895,0.174286
0.011536,0.184540
0.011292,0.180634
0.010559,0.168915
0.010590,0.169403
0.012390,0.198212
0.013092,0.209442
0.013306,0.212860
0.013519,0.216278
0.014954,0.239227
0.018524,0.296356
0.020721,0.331512
0.022247,0.355927
0.021515,0.344208
0.021454,0.343231
0.021790,0.348602
0.020630,0.330048
0.021423,0.342743
0.024902,0.398407
0.025299,0.404755
0.023132,0.370087
0.024475,0.391571
0.025024,0.400360
0.022064,0.352997
0.020721,0.331512
0.020203,0.323212
0.019287,0.308563
0.018158,0.290497
0.014526,0.232391
0.013977,0.223602
0.011871,0.189911
0.009399,0.150360
0.008942,0.143036
0.008148,0.130341
0.008362,0.133759
0.008667,0.138641
0.007629,0.122040
0.005890,0.094208
0.004272,0.068329
0.002502,0.040009
0.002258,0.036102
-0.000916,-0.014618
-0.002533,-0.040497
-0.004028,-0.064423
-0.003754,-0.060028
-0.003510,-0.056122
-0.007538,-0.120575
-0.005646,-0.090302
-0.005096,-0.081512
-0.007446,-0.119110
-0.005615,-0.089813
-0.005127,-0.082001
-0.007080,-0.113251
-0.011627,-0.186005
-0.015411,-0.246552
-0.013458,-0.215302
-0.012421,-0.198700
-0.010071,-0.161102
-0.008301,-0.132782
-0.007202,-0.115204
-0.003937,-0.062958
-0.004242,-0.067841
-0.004456,-0.071259
-0.005463,-0.087372
-0.007477,-0.119598
-0.008667,-0.138641
-0.009674,-0.154755
-0.009399,-0.150360
-0.010681,-0.170868
-0.008545,-0.136688
-0.004791,-0.076630
-0.004364,-0.069794
-0.003723,-0.059540
-0.001221,-0.019501
0.001495,0.023895
0.000641,0.010223
0.000885,0.014130
0.001526,0.024384
0.001923,0.030731
0.001892,0.030243
0.001709,0.027313
0.004150,0.066376
0.004486,0.071747
0.009888,0.158173
0.012177,0.194794
0.011200,0.179169
0.016083,0.257294
0.015106,0.241669
0.015656,0.250458
0.019318,0.309052
0.019714,0.315399
0.020844,0.333466
0.022186,0.354950
0.021820,0.349091
0.024048,0.384735
0.024994,0.399872
0.027649,0.442352
0.028992,0.463837
0.026550,0.424774
0.027283,0.436493
0.029663,0.474579
0.029694,0.475067
0.027557,0.440887
0.028534,0.456512
0.028198,0.451141
0.028412,0.454559
0.027496,0.439911
0.029449,0.471161
0.028839,0.461395
0.027832,0.445282
0.028839,0.461395
0.025146,0.402313
0.025330,0.405243
0.025208,0.403290
0.022003,0.352020
0.020355,0.325653
0.021606,0.345673
0.020447,0.327118
0.020996,0.335907
0.020538,0.328583
0.017395,0.278290
0.020355,0.325653
0.020630,0.330048
0.022217,0.355438
0.022949,0.367157
0.021179,0.338837
0.022675,0.362762
0.025665,0.410614
0.028931,0.462860
0.026917,0.430634
0.027191,0.435028
0.028015,0.448212
0.027679,0.442841
0.025330,0.405243
0.023743,0.379852
0.027222,0.435516
0.028076,0.449188
0.029083,0.465302
0.030884,0.494110
0.028687,0.458954
0.028931,0.462860
0.029510,0.472137
0.028046,0.448700
0.030212,0.483368
0.032349,0.517548
0.033234,0.531708
0.033966,0.543427
0.035034,0.560516
0.036072,0.577118
0.033783,0.540497
0.031616,0.505829
0.030243,0.483856
0.028595,0.457489
0.027863,0.445770
0.027863,0.445770
0.027405,0.438446
0.025024,0.400360
0.025909,0.414520
0.024445,0.391083
0.023224,0.371552
0.026031,0.416473
0.024780,0.396454
0.024048,0.384735
0.025391,0.406219
0.022583,0.361298
0.021362,0.341766
0.021088,0.337372
0.020325,0.325165
0.022705,0.363251
0.021973,0.351532
0.019470,0.311493
0.018951,0.303192
0.019257,0.308075
0.016663,0.266571
0.015045,0.240692
0.015533,0.248505
0.014191,0.227020
0.010345,0.165497
0.003998,0.063934
0.000061,0.000946
-0.001740,-0.027802
-0.004089,-0.065399
-0.004669,-0.074677
-0.003601,-0.057587
-0.002075,-0.033173
-0.000458,-0.007294
-0.001129,-0.018036
-0.000580,-0.009247
-0.000244,-0.003876
-0.002563,-0.040985
-0.005066,-0.081024
-0.006989,-0.111786
-0.007111,-0.113739
-0.006378,-0.102020
-0.004456,-0.071259
-0.004089,-0.065399
-0.005859,-0.093719
-0.006470,-0.103485
